"","V1"
"4824",1.1638
"4825",1.1612
"4826",1.1645
"4827",1.1657
"4828",1.159
"4829",1.1562
"4830",1.159
"4831",1.163
"4832",1.1654
"4833",1.1656
"4834",1.1745
"4835",1.184
"4836",1.1771
"4837",1.1795
"4838",1.1781
"4839",1.1718
"4840",1.1749
"4841",1.1848
"4842",1.1877
"4843",1.1952
"4844",1.1888
"4845",1.1827
"4846",1.1849
"4847",1.1885
"4848",1.1865
"4849",1.1847
"4850",1.1817
"4851",1.1786
"4852",1.1742
"4853",1.1796
"4854",1.1766
"4855",1.1736
"4856",1.1845
"4857",1.1806
"4858",1.1795
"4859",1.1823
"4860",1.1845
"4861",1.1859
"4862",1.1853
"4863",1.1895
"4864",1.1934
"4865",1.1993
"4866",1.2065
"4867",1.2023
"4868",1.2065
"4869",1.2045
"4870",1.1973
"4871",1.1932
"4872",1.1992
"4873",1.2017
"4874",1.2137
"4875",1.2277
"4876",1.223
"4877",1.2203
"4878",1.2235
"4879",1.2255
"4880",1.2239
"4881",1.2249
"4882",1.2352
"4883",1.2407
"4884",1.2436
"4885",1.2379
"4886",1.2421
"4887",1.2457
"4888",1.2459
"4889",1.2492
"4890",1.244
"4891",1.2329
"4892",1.2338
"4893",1.2252
"4894",1.2273
"4895",1.2263
"4896",1.2333
"4897",1.2348
"4898",1.2493
"4899",1.2464
"4900",1.241
"4901",1.234
"4902",1.2312
"4903",1.2276
"4904",1.2299
"4905",1.232
"4906",1.2301
"4907",1.2214
"4908",1.2171
"4909",1.2312
"4910",1.2307
"4911",1.2411
"4912",1.2417
"4913",1.2421
"4914",1.2291
"4915",1.2302
"4916",1.2378
"4917",1.2369
"4918",1.2341
"4919",1.2301
"4920",1.2309
"4921",1.2276
"4922",1.2286
"4923",1.2316
"4924",1.2346
"4925",1.2411
"4926",1.2376
"4927",1.2398
"4928",1.2321
"4929",1.2308
"4930",1.2276
"4931",1.226
"4932",1.2234
"4933",1.2304
"4934",1.2361
"4935",1.2384
"4936",1.2323
"4937",1.2317
"4938",1.237
"4939",1.2357
"4940",1.2388
"4941",1.2382
"4942",1.2309
"4943",1.2238
"4944",1.2213
"4945",1.2185
"4946",1.2168
"4947",1.207
"4948",1.2079
"4949",1.2007
"4950",1.1992
"4951",1.1969
"4952",1.1902
"4953",1.187
"4954",1.1879
"4955",1.1878
"4956",1.1934
"4957",1.1988
"4958",1.1883
"4959",1.1784
"4960",1.1805
"4961",1.1781
"4962",1.1759
"4963",1.1794
"4964",1.1708
"4965",1.1728
"4966",1.1675
"4967",1.1644
"4968",1.1558
"4969",1.1632
"4970",1.1699
"4971",1.1669
"4972",1.1737
"4973",1.1675
"4974",1.1765
"4975",1.1836
"4976",1.1754
"4977",1.179
"4978",1.1788
"4979",1.1764
"4980",1.173
"4981",1.1596
"4982",1.1613
"4983",1.1534
"4984",1.1578
"4985",1.1538
"4986",1.1648
"4987",1.17
"4988",1.1672
"4989",1.1616
"4990",1.1583
"4991",1.1658
"4992",1.1639
"4993",1.1665
"4994",1.1642
"4995",1.1709
"4996",1.1724
"4997",1.1789
"4998",1.1713
"4999",1.1735
"5000",1.1658
"5001",1.1643
"5002",1.172
"5003",1.1707
"5004",1.1611
"5005",1.1588
"5006",1.167
"5007",1.1716
"5008",1.1706
"5009",1.169
"5010",1.1716
"5011",1.1625
"5012",1.1684
"5013",1.1736
"5014",1.1696
"5015",1.1617
"5016",1.1588
"5017",1.1543
"5018",1.1602
"5019",1.1589
"5020",1.1593
"5021",1.1456
"5022",1.1403
"5023",1.1406
"5024",1.1321
"5025",1.137
"5026",1.1391
"5027",1.142
"5028",1.1502
"5029",1.1616
"5030",1.1579
"5031",1.1588
"5032",1.1633
"5033",1.171
"5034",1.166
"5035",1.1692
"5036",1.1651
"5037",1.1609
"5038",1.1562
"5039",1.1582
"5040",1.1634
"5041",1.1615
"5042",1.1571
"5043",1.1574
"5044",1.1585
"5045",1.162
"5046",1.1689
"5047",1.1671
"5048",1.1697
"5049",1.1667
"5050",1.1769
"5051",1.1759
"5052",1.1773
"5053",1.1777
"5054",1.1737
"5055",1.1707
"5056",1.1576
"5057",1.1606
"5058",1.1543
"5059",1.1548
"5060",1.1502
"5061",1.1506
"5062",1.1478
"5063",1.1435
"5064",1.15
"5065",1.1575
"5066",1.1574
"5067",1.1581
"5068",1.1587
"5069",1.153
"5070",1.1505
"5071",1.147
"5072",1.1494
"5073",1.1478
"5074",1.1389
"5075",1.1416
"5076",1.1345
"5077",1.1381
"5078",1.1372
"5079",1.1318
"5080",1.1393
"5081",1.1417
"5082",1.137
"5083",1.1428
"5084",1.1487
"5085",1.1424
"5086",1.1346
"5087",1.1265
"5088",1.1261
"5089",1.1296
"5090",1.1305
"5091",1.1346
"5092",1.1427
"5093",1.1421
"5094",1.1409
"5095",1.1403
"5096",1.1352
"5097",1.1363
"5098",1.1328
"5099",1.1284
"5100",1.1387
"5101",1.1359
"5102",1.1332
"5103",1.1409
"5104",1.1354
"5105",1.1351
"5106",1.1371
"5107",1.1425
"5108",1.1379
"5109",1.1346
"5110",1.1371
"5111",1.1285
"5112",1.1341
"5113",1.1377
"5114",1.1405
"5115",1.1451
"5116",1.1414
"5117",1.1408
"5118",1.1377
"5119",1.1454
"5120",1.145
"5121",1.1397
"5122",1.1348
"5123",1.1403
"5124",1.1445
"5125",1.144
"5126",1.1455
"5127",1.1535
"5128",1.1533
"5129",1.1467
"5130",1.1424
"5131",1.1389
"5132",1.1396
"5133",1.1402
"5134",1.1362
"5135",1.1354
"5136",1.1367
"5137",1.1341
"5138",1.1346
"5139",1.1418
"5140",1.1422
"5141",1.1429
"5142",1.1488
"5143",1.1471
"5144",1.1445
"5145",1.1423
"5146",1.1394
"5147",1.1345
"5148",1.1346
"5149",1.1309
"5150",1.1296
"5151",1.1305
"5152",1.1268
"5153",1.126
"5154",1.1328
"5155",1.1294
"5156",1.1342
"5157",1.1354
"5158",1.1325
"5159",1.1355
"5160",1.1361
"5161",1.1386
"5162",1.1416
"5163",1.1383
"5164",1.1337
"5165",1.1329
"5166",1.1305
"5167",1.1271
"5168",1.1222
"5169",1.1244
"5170",1.1275
"5171",1.1303
"5172",1.1295
"5173",1.1308
"5174",1.1349
"5175",1.1358
"5176",1.1354
"5177",1.1387
"5178",1.1302
"5179",1.1325
"5180",1.1291
"5181",1.1261
"5182",1.1218
"5183",1.1235
"5184",1.1236
"5185",1.12
"5186",1.1243
"5187",1.1219
"5188",1.1233
